(Ashwattha tree) ripe fruit	(অশ্বত্থ গাছের) পাকা ফল
Designated	পদবীধারী
Walking	পদব্রজী
Walking	পদযাত্রা
Pedestrians	পদযাত্রী
Padraj	পদরজ
Kick	পদাঘাত
Infantry	পদাতিক সেনা
Infantry	পদাতিক সৈন্য
Infantry	পদাতিকবাহিনী
Incumbent	পদাধিকারী
Demotion	পদাবনতি
Cover	পদাবরণ
Terms	পদাবলি
Terms	পদাবলী
Climber	পদারোহী
Substance	পদার্থ
Physics	পদার্থ বিদ্যা
Physics	পদার্থবিজ্ঞান
Physicist	পদার্থবিজ্ঞানী
Step	পদার্পণ
Footsteps	পদালঙ্কার
Padasana	পদাসন
Padik	পদিক
Padok	পদোক
Promotion	পদোন্নতি
Method	পদ্ধতি
Lotus	পদ্ম
Padma Purana	পদ্ম পুরাণ
Lotus root	পদ্ম মুল
Padma Sarobar	পদ্ম সরোবর
Lotus	পদ্ম-সমূহ
Padmakand	পদ্মকান্ড
Padmaguna	পদ্মগুণা
Padmanabha	পদ্মনাভ
Padmanal	পদ্মনাল
Padmapalash	পদ্মপলাশ
Padmapuran	পদ্মপুরাণ
Padmaprabha	পদ্মপ্রভ
Padma Prabhanath	পদ্মপ্রভনাথ
Lotus seeds	পদ্মবীজ
Padmamali	পদ্মমালী
Padmaraj	পদ্মরাজ
Padma Sutra	পদ্মসুত্র
Padmahasta	পদ্মহস্তা
Padma	পদ্মা
Padma river	পদ্মা নদী
Padmakar	পদ্মাকর
Padmaksh	পদ্মাক্ষ
Padma Devi	পদ্মাদেবী
Padmalaya	পদ্মালয়া
Padmasana	পদ্মাসন
Padmasana	পদ্মাসনা
Padmini	পদ্মিনী
Padmini Ekadashi	পদ্মিনী একাদশী
Padminikantak	পদ্মিনীকন্টক
The treasure of the lotus	পদ্মের ভাণ্ডার
Verse	পদ্য
Poet	পদ্যকার
Poetry writer	পদ্যলেখক
Pons	পনস
Ponsika	পনসিকা
Pony	পনি
Panic	পনিক
Cheese	পনির
Cheese	পনীর
Fifteen	পনেরো
Fifteenth date	পনেরো তারিখ
Panaila	পনৈলা
Pontarpur	পন্টরপুর
Pant	পন্ত
Pannagashan	পন্নগাশন
Pop singer	পপ গায়ক
Pop music	পপ মিউজিক
Pop music	পপ সঙ্গীত
Pop Singer	পপ সিঙ্গার
Poplin	পপলিন
Popumpare	পপুমপারে
Popumpare district	পপুমপারে জেলা
Papua New Guinea	পপুয়া নিউ গিনী
Papua New Guinea	পপুয়া নিউ গিনীয়া
Papaya	পপৈয়া
Popton	পপোটন
Pub	পবই
Wind arrows	পবণ বাণ
Wind-arrow	পবণ-বাণ
Windmill	পবণবাণ
Wind	পবন
Pawan Tanay	পবন তনয়
Wind test	পবন পরীক্ষা
Son of the wind	পবন পুত্র
Wind-test	পবন-পরীক্ষা
Pabandev	পবনদেব
The wind god	পবনদেবতা
Wind test	পবনপরীক্ষা
Holy deeds	পবিত্র কর্ম
Holy place	পবিত্র স্থান
Holiness	পবিত্রতা
Holy	পবিত্রা
Holy	পবিত্রী
Pabinab	পবীনব
Pampa	পম্পা
Pumpasar	পম্পাসর
Pamba	পম্বা
Pamman	পম্মন
After	পর
Think after	পর মনে করা
Alien-bird	পরকটা-পাখি
Alien heroine	পরকিয়া নায়িকা
Alien	পরকীয়া
Try	পরখ
The experimenter	পরখকারি
Parkhitra	পরখিত্র
Pargana	পরগণা
Pargana	পরগনী
Parasites	পরগাছা
Gossip	পরচর্চা
Gossiper	পরচর্চাকারী
Wigs	পরচুলা
Paraj	পরজ
Parjan	পরজন
After birth	পরজন্ম
Parasites	পরজীবি
Parasitic plants	পরজীবি উদ্ভিদ
Layer	পরত
Layer	পরতলা
Parthan	পরথন
Curtain	পরদা
Abroad	পরদেশ
Foreigner	পরদেশী
Parnari	পরনারী
Part of the clothes to wear	পরনের কাপড়ের ভাগ
Concubine	পরপত্নী
Parpuranjaya	পরপুরঞ্জয়
Heterosexual	পরপুরুষ
Feast	পরব
Parvan	পরবন
Parvan river	পরবন নদী
Parabrahm	পরব্রহ্ম
Parbhani	পরভণী
Parbhani district	পরভণী জেলা
The city of Parbhani	পরভণী শহর
Parasitic	পরভোজী
Absolute joy	পরম আনন্দ
Param Guru	পরমগুরু
Traditional	পরমপরাগত
Beloved	পরমপ্রিয়
Parambir	পরমবীর
Paramabrahma	পরমব্রহ্ম
Paramabrahma Upanishad	পরমব্রহ্ম উপনিষদ
Paramahansa	পরমহংস
Paramahansa Upanishad	পরমহংস উপনিষদ
Paramahansa-wanderer	পরমহংস-পরিব্রাজক
Paramahansa-Paribrajaka Upanishad	পরমহংস-পরিব্রাজক উপনিষদ
Paramahansa-Paribrajkopanishad	পরমহংস-পরিব্রাজকোপনিষদ
Paramahansopanishad	পরমহংসোপনিষদ
Parama Ekadashi	পরমা একাদশী
Atom	পরমাণু
Atomic bomb	পরমাণু বোমা
Nuclear war	পরমাণু যুদ্ধ
Nuclear reactor	পরমাণু রিঅ্যাক্টর
Atomic number	পরমাণু সংখ্যা
Atomic bomb	পরমাণুবোমা
Bliss	পরমানন্দ
Paramanna	পরমান্ন
Parameswari	পরমেশ্বরী
Tradition	পরম্পরা
Tradition	পরম্পরাবাদ
Conservative	পরম্পরাবাদী
Foreign	পররাষ্ট্র
The afterlife	পরলোক
Please	পরশ
Side stone	পরশ পাথর
Parash Mani	পরশ মণি
The day after tomorrow	পরশু
The day after tomorrow	পরশু দিন
Parashuram	পরশুরাম
Aftermath	পরসর্গ
Superhero	পরসাধার
Afternoon	পরসাল
Percy	পরসী
Persia	পরসীয়া
Wife	পরস্ত্রী
Reciprocity	পরস্পোপমা
Parasmaipada	পরস্মৈপদ
Dressed	পরহিত
Altruistic	পরহিতৈষী
Wearing	পরা
Wearable	পরা-বিদ্যা
Might	পরাক্রম
Pollen	পরাগকণা
Pollen	পরাগকেশর
Pollen	পরাগরেণু
Defeat	পরাজিকা
Defeated	পরাজিত
To defeat	পরাজিত করা
Defeat	পরাজয়
Microscopy	পরাণুবীক্ষণ যন্ত্র
Parat	পরাত
Subordination	পরাধীনতা
Wages to wear	পরানোর মজুরী
Transformation	পরাবর্তন
Paralysis	পরাবলম্বন
Defeat	পরাভব
Advice	পরামর্শ
Take advice	পরামর্শ নেওয়া
Consultant	পরামর্শদাতা
Parashar	পরাশর
Parashar sage	পরাশর ঋষি
Parasi	পরাসী
To defeat	পরাস্ত করা
Pari	পরি
Parikrankur	পরিকরাঙ্কুর
Planner	পরিকলক
Planner	পরিকল্পক
Plan	পরিকল্পনা
Planning Commission	পরিকল্পনা কমিশন
Circulation	পরিক্রমণ
Circulation	পরিক্রমা
Testing ground	পরিক্ষণ স্থল
Testing space	পরিক্ষণ স্থান
Tested	পরিক্ষীত
Trench	পরিখা
Fortified fortress	পরিখাবেষ্টীত দূর্গ
Care	পরিচর্চা
Care letter	পরিচর্চা পত্র
Attendance	পরিচর্যা
Care assistant	পরিচর্যা সহকারী
The maid	পরিচারিকা
Director	পরিচালক
Management	পরিচালনা
Introductory	পরিচায়ক
Familiar	পরিচিত
Familiar road	পরিচিত রাস্তা
Introduction	পরিচিতি
Costume	পরিচ্ছদ
Cleanliness	পরিচ্ছন্নতা
Chapter	পরিচ্ছেদ
Identity	পরিচয়
Identification number	পরিচয় জ্ঞাপক সংখ্যা
Identity card	পরিচয় পত্র
Identity card	পরিচয়-পত্র
Relatives	পরিজন
Parijanma	পরিজন্মা
Consequences	পরিণতি
Consequences	পরিণাম
Consequences field	পরিণাম ক্ষেত্র
Consequences	পরিণামিত্র
Parineeta	পরিণীতা
Marriage	পরিণয়
Satisfaction	পরিতৃপ্তি
Pleasure	পরিতোষ
Abandoned	পরিত্যক্ত
Abandoned valley	পরিত্যক্ত উপত্যকা
Abandonment	পরিত্যাগ
Abandon	পরিত্যাগ করা
Savior	পরিত্রাতা
Salvation	পরিত্রান
Inspection	পরিদর্শন
Peninsula	পরিদ্বীপ
Wear	পরিধান
Wear sharing	পরিধান ভাগ
Circumference	পরিধি
Maturity	পরিপক্কতা
Perfection	পরিপূর্ণতা
Perspective	পরিপ্রেক্ষিত
The flood	পরিপ্লব
Restrictions	পরিবন্দ
Change	পরিবর্তণ
Change	পরিবর্তন
Transformationalist	পরিবর্তনবাদী
Transformational person	পরিবর্তনবাদী ব্যক্তি
Change	পরিবর্তিকা
Mutation disease	পরিবর্তিকা রোগ
Modified form	পরিবর্তিত রূপ
Enlargement	পরিবর্ধন
Transport duty	পরিবহণ শুল্ক
Transportation	পরিবহন
Ministry of Transport	পরিবহন মন্ত্রালয়
Transport ground	পরিবহন স্থল
Complaint	পরিবাদ
The plaintiff	পরিবাদিনী
Family	পরিবার
The head of the family	পরিবার প্রধান
Conductive	পরিবাহী
Circular form	পরিবৃত্ত রূপ
Transformation	পরিবৃত্তি
Transformation ornaments	পরিবৃত্তি অলঙ্কার
Environment	পরিবেশ
Ministry of Environment and Forests	পরিবেশ ও বন মন্ত্রালয়
Ministry of Environment	পরিবেশ মন্ত্রক
Environmental protection	পরিবেশ সংরক্ষণ
Serve	পরিবেশন
Serving	পরিবেশনকারি
Environmentalist	পরিবেশবাদী
Migratory animals	পরিব্যক্ত প্রাণী
Travel	পরিব্রাজ
Traveler	পরিব্রাজক
Paribrat Upanishad	পরিব্রাত উপনিষদ
Paribratopanishad	পরিব্রাতোপনিষদ
Terminology	পরিভাষা
Navigation	পরিভ্রমণ
Parimal	পরিমল
Amount	পরিমাণ
Ingredients to increase the amount	পরিমাণ বাড়ানোর উপাদান
Measurements	পরিমাপ
To measure	পরিমাপ করা
Measurer	পরিমাপক
Refinement	পরিমার্জন
Moderation	পরিমিতি
Migratory falcon	পরিযায়ী বাজপাথী
Planning	পরিযোজনা
Parir country	পরির দেশ
Parilehi	পরিলেহী
The afterlife	পরিলোক
Appendix	পরিশিষ্ঠ
Refinement	পরিশোধণ
Refined sulfur	পরিশোধিত গন্ধক
Hard work	পরিশ্রম
Idleness	পরিশ্রমহীনতা
Hardworking	পরিশ্রমী
Exhaustion	পরিশ্রান্তি
Council	পরিষদ
Service	পরিষেবা
Do service	পরিষেবা কর
Service providers	পরিষেবা প্রদানকারী সংস্থা
Cleaning	পরিষ্করণ
Cleaning center	পরিষ্করণ কেন্দ্র
Clear	পরিষ্কার
Wages for cleaning	পরিষ্কার করার মজুরি
Circulatory system	পরিসঞ্চারণতন্ত্র
Termination	পরিসমাপন
Termination	পরিসমাপ্তি
Range	পরিসর
Range	পরিসীমা
To clean	পরিস্কার করা
Paristom	পরিস্তোম
Situation	পরিস্থিতি
Avoidance	পরিহার
Avoid	পরিহার করা
Joke	পরিহাস
Fairy	পরী
Examiner	পরীক্ষক
Testing	পরীক্ষণ
Test	পরীক্ষা
Test papers	পরীক্ষা পত্র
Test papers	পরীক্ষা-পত্র
Experimental constrained	পরীক্ষামূলক প্রতিবদ্ধ
Test results	পরীক্ষার ফল
Examiner	পরীক্ষার্থী
Tested	পরীক্ষিত
Fairy	পরীছম
Prohibition	পরীবন্দ
Fairy	পরীলোক
Paruchcheya	পরুচ্ছেয়
Paruchcheya sage	পরুচ্ছেয় ঋষি
Parota	পরোটা
Kindness	পরোপকার
Kindness	পরোপকারিতা
